portion_id	analyte_id	bcr_analyte_uuid	subportion_sequence	gel_image_file	well_number	analyte_type	is_derived_from_ffpe	bcr_analyte_barcode	amount	a260_a280_ratio	concentration	spectrophotometer_method	analyte_type_id
TCGA-CH-5768-11A-01	TCGA-CH-5768-11A-01D	a60f6384-d75c-47f2-acf0-c25e25c7d201		https://sharedoc.nchri.org/tcga-bcr/default.aspx		DNA	NO	TCGA-CH-5768-11A-01D	216.7	1.9	0.15	UV Spec	D
TCGA-EJ-A6RA-10A-01	TCGA-EJ-A6RA-10A-01D	CA97831A-A906-4B0E-921D-C6B00AAA3C8B		https://sharedoc.nchri.org/tcga-bcr/default.aspx		DNA	NO	TCGA-EJ-A6RA-10A-01D	6.57		0.14	PicoGreen	D
TCGA-KK-A8II-01A-11	TCGA-KK-A8II-01A-11D	E4278163-B783-4C91-A983-85CB001CA1AC		https://sharedoc.nchri.org/tcga-bcr/default.aspx		DNA	NO	TCGA-KK-A8II-01A-11D	31.29		0.16	PicoGreen	D
TCGA-M7-A723-10A-01	TCGA-M7-A723-10A-01D	8CE1888C-2C20-4D6B-854E-780773AB7CBE		https://sharedoc.nchri.org/tcga-bcr/default.aspx		DNA	NO	TCGA-M7-A723-10A-01D	11.56		0.15	PicoGreen	D
TCGA-KK-A6E8-01A-11	TCGA-KK-A6E8-01A-11R	5FC92C97-9A24-43A4-9413-A1C3C3617F63	1	https://sharedoc.nchri.org/tcga-bcr/default.aspx		RNA	NO	TCGA-KK-A6E8-01A-11R	49.01	1.92	0.17	UV Spec	R
TCGA-VP-A876-10A-01	TCGA-VP-A876-10A-01D	F2C4102E-7BB5-4517-8640-AF8F5614E344		https://sharedoc.nchri.org/tcga-bcr/default.aspx		DNA	NO	TCGA-VP-A876-10A-01D	9.07		0.16	PicoGreen	D
TCGA-J4-A6G3-01A-11	TCGA-J4-A6G3-01A-11W	1CF96120-C788-475E-9F54-690B8760D041	1	https://sharedoc.nchri.org/tcga-bcr/default.aspx		Repli-G (Qiagen) DNA	NO	TCGA-J4-A6G3-01A-11W					W
TCGA-HC-8257-10A-01	TCGA-HC-8257-10A-01W	89cbbd96-b350-428b-baf3-742600045735		https://sharedoc.nchri.org/tcga-bcr/default.aspx		Repli-G (Qiagen) DNA	NO	TCGA-HC-8257-10A-01W	215		0.5	PicoGreen	W
TCGA-EJ-A65M-10A-01	TCGA-EJ-A65M-10A-01W	F09E58BA-8373-491C-B84E-DC428C1534A6		https://sharedoc.nchri.org/tcga-bcr/default.aspx		Repli-G (Qiagen) DNA	NO	TCGA-EJ-A65M-10A-01W					W
TCGA-HC-A631-10A-01	TCGA-HC-A631-10A-01D	C994484E-7E16-4244-AF8C-A3CB08306CCC		https://sharedoc.nchri.org/tcga-bcr/default.aspx		DNA	NO	TCGA-HC-A631-10A-01D	42.24		0.16	PicoGreen	D
TCGA-J4-A6G3-01A-11	TCGA-J4-A6G3-01A-11D	58E2C0DE-FF33-43AD-B6F9-447217EC95FF	1	https://sharedoc.nchri.org/tcga-bcr/default.aspx		DNA	NO	TCGA-J4-A6G3-01A-11D	36.66		0.15	PicoGreen	D
TCGA-HC-8257-10A-01	TCGA-HC-8257-10A-01D	742270fd-b40b-4ebb-9db3-9bf615a53bdf		https://sharedoc.nchri.org/tcga-bcr/default.aspx		DNA	NO	TCGA-HC-8257-10A-01D	84.6		0.16	PicoGreen	D
TCGA-V1-A9OF-01A-11	TCGA-V1-A9OF-01A-11D	4AD70B99-86D8-42FF-915A-68BAFE44DAE3	1	https://sharedoc.nchri.org/tcga-bcr/default.aspx		DNA	NO	TCGA-V1-A9OF-01A-11D	8.4		0.16	PicoGreen	D
TCGA-EJ-7794-11A-01	TCGA-EJ-7794-11A-01R	d1d998bd-8400-4bbf-9b9d-028598f8388d		https://sharedoc.nchri.org/tcga-bcr/default.aspx		RNA	NO	TCGA-EJ-7794-11A-01R	52.2		0.17	UV Spec	R
TCGA-CH-5743-10A-01	TCGA-CH-5743-10A-01D	859bffe1-ac43-4337-bbec-9f4ff3dbd99e		https://sharedoc.nchri.org/tcga-bcr/default.aspx		DNA	NO	TCGA-CH-5743-10A-01D	26.4	1.9	0.15	UV Spec	D
TCGA-EJ-7794-11A-01	TCGA-EJ-7794-11A-01W	4317bab6-b572-41f6-963a-ef591fce92df		https://sharedoc.nchri.org/tcga-bcr/default.aspx		Repli-G (Qiagen) DNA	NO	TCGA-EJ-7794-11A-01W	181		0.5	PicoGreen	W
TCGA-KK-A7AZ-11A-11	TCGA-KK-A7AZ-11A-11W	0F848172-0A59-48C3-A1CF-7432FB370559	1	https://sharedoc.nchri.org/tcga-bcr/default.aspx		Repli-G (Qiagen) DNA	NO	TCGA-KK-A7AZ-11A-11W					W
TCGA-HC-A6AL-01A-11	TCGA-HC-A6AL-01A-11R	FB4E0C92-6B83-4C89-AE28-ADE7F1632CAA	1	https://sharedoc.nchri.org/tcga-bcr/default.aspx		RNA	NO	TCGA-HC-A6AL-01A-11R	16.73	2.06	0.18	UV Spec	R
TCGA-CH-5765-01A-11	TCGA-CH-5765-01A-11W	57d191b0-a413-4b69-b9ac-2a0984bf66a1	1	https://sharedoc.nchri.org/tcga-bcr/default.aspx		Repli-G (Qiagen) DNA	NO	TCGA-CH-5765-01A-11W	141		0.5	UV Spec	W
TCGA-HC-A6AL-01A-11	TCGA-HC-A6AL-01A-11W	3F5A0474-E33E-4BC7-AAC2-1A93E9E858ED	1	https://sharedoc.nchri.org/tcga-bcr/default.aspx		Repli-G (Qiagen) DNA	NO	TCGA-HC-A6AL-01A-11W					W
TCGA-XJ-A83H-10A-01	TCGA-XJ-A83H-10A-01D	B0436AF0-C5C8-4275-A7F5-D3A394C27226		https://sharedoc.nchri.org/tcga-bcr/default.aspx		DNA	NO	TCGA-XJ-A83H-10A-01D	42.75		0.17	PicoGreen	D
TCGA-CH-5765-01A-11	TCGA-CH-5765-01A-11R	e19a61a1-918f-4993-a530-342de2238eea	1	https://sharedoc.nchri.org/tcga-bcr/default.aspx		RNA	NO	TCGA-CH-5765-01A-11R	177.3	1.8	0.16	UV Spec	R
TCGA-CH-5743-10A-01	TCGA-CH-5743-10A-01W	5cd9efd4-aebd-4b51-b4b6-08377fbf4e49		https://sharedoc.nchri.org/tcga-bcr/default.aspx		Repli-G (Qiagen) DNA	NO	TCGA-CH-5743-10A-01W	206		0.5	UV Spec	W
TCGA-EJ-7794-11A-01	TCGA-EJ-7794-11A-01D	fdd33181-5512-4810-9273-9be235950535		https://sharedoc.nchri.org/tcga-bcr/default.aspx		DNA	NO	TCGA-EJ-7794-11A-01D	229.3		0.14	PicoGreen	D
TCGA-CH-5765-01A-11	TCGA-CH-5765-01A-11D	c60e5baa-088f-49fa-b7a1-162221897500	1	https://sharedoc.nchri.org/tcga-bcr/default.aspx		DNA	NO	TCGA-CH-5765-01A-11D	256.7	1.9	0.16	UV Spec	D
TCGA-XK-AAIV-10A-01	TCGA-XK-AAIV-10A-01D	BF595943-ADD4-4CA7-97FD-9A27B789B76D		https://sharedoc.nchri.org/tcga-bcr/default.aspx		DNA	NO	TCGA-XK-AAIV-10A-01D	27.5		0.17	PicoGreen	D
TCGA-XJ-A83H-10A-01	TCGA-XJ-A83H-10A-01W	0E8B1309-6030-4EBE-B9AB-56AB91DE5EEF		https://sharedoc.nchri.org/tcga-bcr/default.aspx		Repli-G (Qiagen) DNA	NO	TCGA-XJ-A83H-10A-01W					W
TCGA-HC-A6AL-01A-11	TCGA-HC-A6AL-01A-11D	E6A4EE0E-3CF3-4FC0-9CDD-7A4C19CD323D	1	https://sharedoc.nchri.org/tcga-bcr/default.aspx		DNA	NO	TCGA-HC-A6AL-01A-11D	18.88		0.16	PicoGreen	D
TCGA-HC-7749-01A-11	TCGA-HC-7749-01A-11R	c659e92e-7de9-4ac2-944b-21e24d0c3a0e	1	https://sharedoc.nchri.org/tcga-bcr/default.aspx		RNA	NO	TCGA-HC-7749-01A-11R	93.2		0.16	UV Spec	R
TCGA-HC-7749-01A-11	TCGA-HC-7749-01A-11W	cfb1d562-5de5-45e0-9bad-4c1748c3445b	1	https://sharedoc.nchri.org/tcga-bcr/default.aspx		Repli-G (Qiagen) DNA	NO	TCGA-HC-7749-01A-11W	178		0.5	PicoGreen	W
TCGA-KC-A4BO-10A-01	TCGA-KC-A4BO-10A-01D	E94D9029-B28B-4F14-9ABF-FF346AE47495		https://sharedoc.nchri.org/tcga-bcr/default.aspx		DNA	NO	TCGA-KC-A4BO-10A-01D	7.84		0.14	PicoGreen	D
TCGA-XQ-A8TB-01A-11	TCGA-XQ-A8TB-01A-11D	40C80D64-6C4F-47C5-9F04-C846C8E3880B	1	https://sharedoc.nchri.org/tcga-bcr/default.aspx		DNA	NO	TCGA-XQ-A8TB-01A-11D	16.68		0.17	PicoGreen	D
TCGA-J4-AATV-10A-01	TCGA-J4-AATV-10A-01D	5E5A6C2F-4923-4DF1-A848-CE68AB9A2036		https://sharedoc.nchri.org/tcga-bcr/default.aspx		DNA	NO	TCGA-J4-AATV-10A-01D	50.88		0.15	PicoGreen	D
TCGA-HC-7749-01A-11	TCGA-HC-7749-01A-11D	4640dfbb-c0a5-4d51-b2bd-e18d4146aed2	1	https://sharedoc.nchri.org/tcga-bcr/default.aspx		DNA	NO	TCGA-HC-7749-01A-11D	142.3		0.14	PicoGreen	D
TCGA-XQ-A8TB-01A-11	TCGA-XQ-A8TB-01A-11W	31D2FAA2-C46C-4CE7-8BE5-B7487DA6381A	1	https://sharedoc.nchri.org/tcga-bcr/default.aspx		Repli-G (Qiagen) DNA	NO	TCGA-XQ-A8TB-01A-11W					W
TCGA-KC-A4BO-10A-01	TCGA-KC-A4BO-10A-01W	049B5B99-C9F4-41E8-8A46-43705EBE00AD		https://sharedoc.nchri.org/tcga-bcr/default.aspx		Repli-G (Qiagen) DNA	NO	TCGA-KC-A4BO-10A-01W					W
TCGA-XQ-A8TB-01A-11	TCGA-XQ-A8TB-01A-11R	34742201-9023-454D-9B14-847BF1FAD490	1	https://sharedoc.nchri.org/tcga-bcr/default.aspx		RNA	NO	TCGA-XQ-A8TB-01A-11R	14.35	1.89	0.18	UV Spec	R
TCGA-FC-A6HD-10A-01	TCGA-FC-A6HD-10A-01D	01AD7B97-2C0C-49C0-9B8B-952F81BDC5DE		https://sharedoc.nchri.org/tcga-bcr/default.aspx		DNA	NO	TCGA-FC-A6HD-10A-01D	17.76		0.14	PicoGreen	D
TCGA-HC-7818-10A-01	TCGA-HC-7818-10A-01D	ac215e8d-8c5b-47e0-8dea-7786d5e1d262		https://sharedoc.nchri.org/tcga-bcr/default.aspx		DNA	NO	TCGA-HC-7818-10A-01D	342		0.15	PicoGreen	D
TCGA-V1-A8MM-01A-11	TCGA-V1-A8MM-01A-11W	18C07365-FF11-48ED-A4A6-9536CA30ECC2	1	https://sharedoc.nchri.org/tcga-bcr/default.aspx		Repli-G (Qiagen) DNA	NO	TCGA-V1-A8MM-01A-11W					W
TCGA-V1-A8MM-01A-11	TCGA-V1-A8MM-01A-11R	ED208ACB-B1C5-45C1-9B01-F8191EB082B7	1	https://sharedoc.nchri.org/tcga-bcr/default.aspx		RNA	NO	TCGA-V1-A8MM-01A-11R	56.6	1.92	0.17	UV Spec	R
TCGA-V1-A8MM-01A-11	TCGA-V1-A8MM-01A-11D	ECF920CE-B600-4293-8250-B2436531D2FB	1	https://sharedoc.nchri.org/tcga-bcr/default.aspx		DNA	NO	TCGA-V1-A8MM-01A-11D	32.23		0.15	PicoGreen	D
TCGA-HC-7818-10A-01	TCGA-HC-7818-10A-01W	d70d965e-9af3-4d99-82f2-9cde3f0b5322		https://sharedoc.nchri.org/tcga-bcr/default.aspx		Repli-G (Qiagen) DNA	NO	TCGA-HC-7818-10A-01W	177		0.5	PicoGreen	W
TCGA-FC-A6HD-10A-01	TCGA-FC-A6HD-10A-01W	7FEAF6B0-AC08-4226-AD9A-2B06ABFA6253		https://sharedoc.nchri.org/tcga-bcr/default.aspx		Repli-G (Qiagen) DNA	NO	TCGA-FC-A6HD-10A-01W					W
TCGA-YL-A8HM-01A-11	TCGA-YL-A8HM-01A-11R	134C5532-8483-48D6-8318-11F49E377F2B		https://sharedoc.nchri.org/tcga-bcr/default.aspx		RNA	NO	TCGA-YL-A8HM-01A-11R	67.85	1.94	0.17	UV Spec	R
TCGA-KC-A4BL-10A-01	TCGA-KC-A4BL-10A-01D	ED497750-8C76-4EC0-BC95-04D4AD2EA6C3		https://sharedoc.nchri.org/tcga-bcr/default.aspx		DNA	NO	TCGA-KC-A4BL-10A-01D	6.43		0.15	PicoGreen	D
TCGA-J9-A52B-10A-01	TCGA-J9-A52B-10A-01W	40C8DB7A-4550-46CA-A556-7988DE0834A9		https://sharedoc.nchri.org/tcga-bcr/default.aspx		Repli-G (Qiagen) DNA	NO	TCGA-J9-A52B-10A-01W					W
TCGA-J4-AATZ-01A-11	TCGA-J4-AATZ-01A-11R	0EAA3F9A-FA72-485F-8880-1DEDEFA4981D	1	https://sharedoc.nchri.org/tcga-bcr/default.aspx		RNA	NO	TCGA-J4-AATZ-01A-11R	43.24	1.9	0.17	UV Spec	R
TCGA-KC-A4BL-10A-01	TCGA-KC-A4BL-10A-01W	2F3D1EF7-78C2-4089-9459-9797CE2AA55F		https://sharedoc.nchri.org/tcga-bcr/default.aspx		Repli-G (Qiagen) DNA	NO	TCGA-KC-A4BL-10A-01W					W
TCGA-J9-A52B-10A-01	TCGA-J9-A52B-10A-01D	999DADDC-C840-47FB-B2B8-10721C78EED2		https://sharedoc.nchri.org/tcga-bcr/default.aspx		DNA	NO	TCGA-J9-A52B-10A-01D	19.75		0.14	PicoGreen	D
TCGA-J4-AATZ-01A-11	TCGA-J4-AATZ-01A-11D	76FCB684-876F-4CDE-A751-EDF1A9457BF2	1	https://sharedoc.nchri.org/tcga-bcr/default.aspx		DNA	NO	TCGA-J4-AATZ-01A-11D	43.48		0.15	PicoGreen	D
TCGA-KK-A6E0-01A-11	TCGA-KK-A6E0-01A-11W	5D3715A8-FB62-478A-9B0D-067A25183906	1	https://sharedoc.nchri.org/tcga-bcr/default.aspx		Repli-G (Qiagen) DNA	NO	TCGA-KK-A6E0-01A-11W					W
TCGA-V1-A9O9-01A-11	TCGA-V1-A9O9-01A-11R	7E1B018B-C47B-4C70-8435-F12E40B466EA	1	https://sharedoc.nchri.org/tcga-bcr/default.aspx		RNA	NO	TCGA-V1-A9O9-01A-11R	33.63	1.9	0.16	UV Spec	R
TCGA-EJ-5516-01A-01	TCGA-EJ-5516-01A-01W	56df3c40-93ee-48dc-a717-55b957e2e475		https://sharedoc.nchri.org/tcga-bcr/default.aspx		Repli-G (Qiagen) DNA	NO	TCGA-EJ-5516-01A-01W	191		0.5	UV Spec	W
TCGA-EJ-5516-01A-01	TCGA-EJ-5516-01A-01R	921fcb6b-030c-47ca-b608-6a603f4a09df		https://sharedoc.nchri.org/tcga-bcr/default.aspx		RNA	NO	TCGA-EJ-5516-01A-01R	126.8	1.8	0.15	UV Spec	R
TCGA-J4-A83M-10A-01	TCGA-J4-A83M-10A-01D	BBAB375B-D259-43C2-987D-9D63CAA969B0		https://sharedoc.nchri.org/tcga-bcr/default.aspx		DNA	NO	TCGA-J4-A83M-10A-01D	28.08		0.16	PicoGreen	D
TCGA-V1-A9O9-01A-11	TCGA-V1-A9O9-01A-11D	F1CC7E4E-2894-4BA5-9D6E-323FB75770D1	1	https://sharedoc.nchri.org/tcga-bcr/default.aspx		DNA	NO	TCGA-V1-A9O9-01A-11D	39.83		0.16	PicoGreen	D
TCGA-EJ-5516-01A-01	TCGA-EJ-5516-01A-01D	244c0d35-8860-4334-a83a-71947643339c		https://sharedoc.nchri.org/tcga-bcr/default.aspx		DNA	NO	TCGA-EJ-5516-01A-01D	197.7	1.9	0.16	UV Spec	D
TCGA-J4-A83M-10A-01	TCGA-J4-A83M-10A-01W	E3F4BA07-3F66-4422-AD23-3EFFE85560CF		https://sharedoc.nchri.org/tcga-bcr/default.aspx		Repli-G (Qiagen) DNA	NO	TCGA-J4-A83M-10A-01W					W
TCGA-M7-A724-01A-12	TCGA-M7-A724-01A-12D	EC527E78-3076-4157-AF24-71D2E767FE6B	2	https://sharedoc.nchri.org/tcga-bcr/default.aspx		DNA	NO	TCGA-M7-A724-01A-12D	54.94		0.14	PicoGreen	D
TCGA-YL-A8SO-10A-01	TCGA-YL-A8SO-10A-01W	C6A81811-F7A0-4635-8F1F-A159B1CA05AE		https://sharedoc.nchri.org/tcga-bcr/default.aspx		Repli-G (Qiagen) DNA	NO	TCGA-YL-A8SO-10A-01W					W
TCGA-J4-A67O-10A-01	TCGA-J4-A67O-10A-01W	7E892F83-BEF9-4880-A28E-BAF9F626654C		https://sharedoc.nchri.org/tcga-bcr/default.aspx		Repli-G (Qiagen) DNA	NO	TCGA-J4-A67O-10A-01W					W
TCGA-V1-A9OL-01A-11	TCGA-V1-A9OL-01A-11D	C97612C6-EA5C-44A4-99F9-04176496CC75	1	https://sharedoc.nchri.org/tcga-bcr/default.aspx		DNA	NO	TCGA-V1-A9OL-01A-11D	42.35		0.16	PicoGreen	D
TCGA-J4-A67O-10A-01	TCGA-J4-A67O-10A-01D	06C1FD2B-661D-4891-982B-2CD11E5847D2		https://sharedoc.nchri.org/tcga-bcr/default.aspx		DNA	NO	TCGA-J4-A67O-10A-01D	56.34		0.17	PicoGreen	D
TCGA-EJ-5495-01A-01	TCGA-EJ-5495-01A-01R	f63f38c2-db55-4074-81bd-afb2c4474bd6		https://sharedoc.nchri.org/tcga-bcr/default.aspx		RNA	NO	TCGA-EJ-5495-01A-01R	85.8	1.8	0.15	UV Spec	R
TCGA-EJ-5495-01A-01	TCGA-EJ-5495-01A-01W	f1c3c484-fc3e-411e-9042-9fca6a9f81f0		https://sharedoc.nchri.org/tcga-bcr/default.aspx		Repli-G (Qiagen) DNA	NO	TCGA-EJ-5495-01A-01W	163		0.5	UV Spec	W
TCGA-V1-A9OX-10A-01	TCGA-V1-A9OX-10A-01D	5884E2BE-80C2-4DEB-9E56-92494C7E45C5		https://sharedoc.nchri.org/tcga-bcr/default.aspx		DNA	NO	TCGA-V1-A9OX-10A-01D	7.68		0.16	PicoGreen	D
TCGA-2A-A8VO-10A-01	TCGA-2A-A8VO-10A-01D	AF4D86F3-0898-4B58-B0FC-D4D4E2E3A0DA		https://sharedoc.nchri.org/tcga-bcr/default.aspx		DNA	NO	TCGA-2A-A8VO-10A-01D	50.07		0.15	PicoGreen	D
TCGA-EJ-5495-01A-01	TCGA-EJ-5495-01A-01D	ee27023a-8066-43bc-841a-f47796237c40		https://sharedoc.nchri.org/tcga-bcr/default.aspx		DNA	NO	TCGA-EJ-5495-01A-01D	176.7	1.9	0.15	UV Spec	D
TCGA-KK-A6E0-01A-11	TCGA-KK-A6E0-01A-11D	316DE6D0-53EF-441C-B382-6143EA726FF2	1	https://sharedoc.nchri.org/tcga-bcr/default.aspx		DNA	NO	TCGA-KK-A6E0-01A-11D	37.47		0.15	PicoGreen	D
TCGA-ZG-A9L9-01A-11	TCGA-ZG-A9L9-01A-11R	277EB9DA-DD5C-4206-9676-1A41BF190A65	1	https://sharedoc.nchri.org/tcga-bcr/default.aspx		RNA	NO	TCGA-ZG-A9L9-01A-11R	8.78	1.83	0.15	UV Spec	R
TCGA-2A-A8VO-10A-01	TCGA-2A-A8VO-10A-01W	3DAA4AEC-E066-4089-BC17-78504BEC9D14		https://sharedoc.nchri.org/tcga-bcr/default.aspx		Repli-G (Qiagen) DNA	NO	TCGA-2A-A8VO-10A-01W					W
TCGA-2A-A8VX-01A-11	TCGA-2A-A8VX-01A-11D	9AABF64B-82B9-4E89-99E7-23BF592FA310	1	https://sharedoc.nchri.org/tcga-bcr/default.aspx		DNA	NO	TCGA-2A-A8VX-01A-11D	26.64		0.17	PicoGreen	D
TCGA-EJ-A8FS-01A-11	TCGA-EJ-A8FS-01A-11D	F476414A-5D7A-41EB-B789-E37C3B6AF78C		https://sharedoc.nchri.org/tcga-bcr/default.aspx		DNA	NO	TCGA-EJ-A8FS-01A-11D	27.67		0.16	PicoGreen	D
TCGA-ZG-A8QW-10A-01	TCGA-ZG-A8QW-10A-01D	0B48D9B5-1769-447C-BCCA-467F219F7082		https://sharedoc.nchri.org/tcga-bcr/default.aspx		DNA	NO	TCGA-ZG-A8QW-10A-01D	11.79		0.15	PicoGreen	D
TCGA-V1-A9OL-01A-11	TCGA-V1-A9OL-01A-11R	DF1D73BD-B0F5-4AB7-A2BE-376C5BE25A44	1	https://sharedoc.nchri.org/tcga-bcr/default.aspx		RNA	NO	TCGA-V1-A9OL-01A-11R	50.32	1.83	0.17	UV Spec	R
TCGA-EJ-A65B-01A-12	TCGA-EJ-A65B-01A-12D	5D3178F8-D537-400E-B716-048FC114A054	2	https://sharedoc.nchri.org/tcga-bcr/default.aspx		DNA	NO	TCGA-EJ-A65B-01A-12D	7.98		0.16	PicoGreen	D
TCGA-EJ-A8FS-01A-11	TCGA-EJ-A8FS-01A-11R	F99A0121-6629-434C-BBA5-956059E5C7D4		https://sharedoc.nchri.org/tcga-bcr/default.aspx		RNA	NO	TCGA-EJ-A8FS-01A-11R	45.72	1.88	0.16	UV Spec	R
TCGA-EJ-A8FS-01A-11	TCGA-EJ-A8FS-01A-11W	965D6FBB-A453-4237-A3DC-59EFB78AD066		https://sharedoc.nchri.org/tcga-bcr/default.aspx		Repli-G (Qiagen) DNA	NO	TCGA-EJ-A8FS-01A-11W					W
TCGA-EJ-A65B-01A-12	TCGA-EJ-A65B-01A-12R	C4695405-D325-42EE-BAEF-FA804F2C4A82	2	https://sharedoc.nchri.org/tcga-bcr/default.aspx		RNA	NO	TCGA-EJ-A65B-01A-12R	9.66	1.82	0.16	UV Spec	R
TCGA-EJ-A65B-01A-12	TCGA-EJ-A65B-01A-12W	46563C00-07D7-4489-BE0C-7F235B93D60C	2	https://sharedoc.nchri.org/tcga-bcr/default.aspx		Repli-G (Qiagen) DNA	NO	TCGA-EJ-A65B-01A-12W					W
TCGA-EJ-7314-11A-01	TCGA-EJ-7314-11A-01W	84f79177-a4f0-4c1f-9c00-f862de1988b0		https://sharedoc.nchri.org/tcga-bcr/default.aspx		Repli-G (Qiagen) DNA	NO	TCGA-EJ-7314-11A-01W	184		0.5	PicoGreen	W
TCGA-EJ-A7NN-10A-01	TCGA-EJ-A7NN-10A-01D	321C17CD-07C9-467D-BEB2-9546EF702694		https://sharedoc.nchri.org/tcga-bcr/default.aspx		DNA	NO	TCGA-EJ-A7NN-10A-01D	29.41		0.15	PicoGreen	D
TCGA-EJ-7789-01A-11	TCGA-EJ-7789-01A-11W	b2404f12-790d-4901-a9a5-fa8331719380	1	https://sharedoc.nchri.org/tcga-bcr/default.aspx		Repli-G (Qiagen) DNA	NO	TCGA-EJ-7789-01A-11W	174		0.5	PicoGreen	W
TCGA-EJ-5514-01A-01	TCGA-EJ-5514-01A-01R	fb8b6093-aadb-4b52-b446-950d4e28500f		https://sharedoc.nchri.org/tcga-bcr/default.aspx		RNA	NO	TCGA-EJ-5514-01A-01R	188.8	1.8	0.16	UV Spec	R
TCGA-EJ-7314-11A-01	TCGA-EJ-7314-11A-01R	6d37ea82-12d5-4fa7-b592-9331bca94416		https://sharedoc.nchri.org/tcga-bcr/default.aspx		RNA	NO	TCGA-EJ-7314-11A-01R	68.2		0.15	UV Spec	R
TCGA-EJ-7789-01A-11	TCGA-EJ-7789-01A-11R	a6d36dc8-2b9f-47e1-8fb3-e5662b96cf6c	1	https://sharedoc.nchri.org/tcga-bcr/default.aspx		RNA	NO	TCGA-EJ-7789-01A-11R	319.2		0.16	UV Spec	R
TCGA-YL-A8S9-01A-11	TCGA-YL-A8S9-01A-11W	F59CB87D-162E-426B-A4F7-8FA895365F88	1	https://sharedoc.nchri.org/tcga-bcr/default.aspx		Repli-G (Qiagen) DNA	NO	TCGA-YL-A8S9-01A-11W					W
TCGA-KK-A6E5-01A-11	TCGA-KK-A6E5-01A-11R	1B0D6AB9-2704-4165-B7F6-74A777F4D6AA	1	https://sharedoc.nchri.org/tcga-bcr/default.aspx		RNA	NO	TCGA-KK-A6E5-01A-11R	36.94	1.88	0.18	UV Spec	R
TCGA-YL-A8S9-01A-11	TCGA-YL-A8S9-01A-11R	9C52CDA3-EC19-4681-8092-68D5BD72961E	1	https://sharedoc.nchri.org/tcga-bcr/default.aspx		RNA	NO	TCGA-YL-A8S9-01A-11R	72.28	1.96	0.18	UV Spec	R
TCGA-KK-A6E5-01A-11	TCGA-KK-A6E5-01A-11W	7FBEA4B1-D7AC-4BAC-90EB-DFA898E6F57A	1	https://sharedoc.nchri.org/tcga-bcr/default.aspx		Repli-G (Qiagen) DNA	NO	TCGA-KK-A6E5-01A-11W					W
TCGA-EJ-7789-01A-11	TCGA-EJ-7789-01A-11D	05f93e28-0ce8-4542-b4ec-cbe571c47700	1	https://sharedoc.nchri.org/tcga-bcr/default.aspx		DNA	NO	TCGA-EJ-7789-01A-11D	391.3		0.14	PicoGreen	D
TCGA-EJ-5514-01A-01	TCGA-EJ-5514-01A-01D	7e0b9673-0203-4749-bbb4-ad44c40f337b		https://sharedoc.nchri.org/tcga-bcr/default.aspx		DNA	NO	TCGA-EJ-5514-01A-01D	271.7	1.9	0.15	UV Spec	D
TCGA-EJ-7314-11A-01	TCGA-EJ-7314-11A-01D	ef6d5241-b26c-41dd-b089-e1fb78e919ee		https://sharedoc.nchri.org/tcga-bcr/default.aspx		DNA	NO	TCGA-EJ-7314-11A-01D	125.6		0.15	PicoGreen	D
TCGA-VN-A88R-10B-01	TCGA-VN-A88R-10B-01D	6A44E5B8-D61A-4E29-8212-65FFA05307B7		https://sharedoc.nchri.org/tcga-bcr/default.aspx		DNA	NO	TCGA-VN-A88R-10B-01D	25.89		0.15	PicoGreen	D
TCGA-J9-A52D-10A-01	TCGA-J9-A52D-10A-01W	9E2EB66B-3C38-4133-8925-2F3A9CB2407A		https://sharedoc.nchri.org/tcga-bcr/default.aspx		Repli-G (Qiagen) DNA	NO	TCGA-J9-A52D-10A-01W					W
TCGA-YL-A8S9-01A-11	TCGA-YL-A8S9-01A-11D	9F88A78F-6206-423D-8BC6-04F5A49CE4E5	1	https://sharedoc.nchri.org/tcga-bcr/default.aspx		DNA	NO	TCGA-YL-A8S9-01A-11D	37.25		0.17	PicoGreen	D
TCGA-KK-A6E5-01A-11	TCGA-KK-A6E5-01A-11D	48B43C5D-D93C-4B07-BC3F-9ED77B57834B	1	https://sharedoc.nchri.org/tcga-bcr/default.aspx		DNA	NO	TCGA-KK-A6E5-01A-11D	37.13		0.16	PicoGreen	D
TCGA-KC-A7F5-01A-11	TCGA-KC-A7F5-01A-11W	00564F70-7BDA-42B3-A9BF-82E3ED389841	1	https://sharedoc.nchri.org/tcga-bcr/default.aspx		Repli-G (Qiagen) DNA	NO	TCGA-KC-A7F5-01A-11W					W
TCGA-J9-A8CL-01A-11	TCGA-J9-A8CL-01A-11D	5C08E2FC-8EAD-4D98-956F-C43B0D2CC613		https://sharedoc.nchri.org/tcga-bcr/default.aspx		DNA	NO	TCGA-J9-A8CL-01A-11D	29.01		0.16	PicoGreen	D
TCGA-XJ-A9DQ-01A-11	TCGA-XJ-A9DQ-01A-11R	137A5BBC-1990-4FDE-B436-472190FCF620	1	https://sharedoc.nchri.org/tcga-bcr/default.aspx		RNA	NO	TCGA-XJ-A9DQ-01A-11R	19.55	1.89	0.17	UV Spec	R
TCGA-KC-A7F5-01A-11	TCGA-KC-A7F5-01A-11R	C86E83EF-C687-4369-9ACD-CEADEEAE2D39	1	https://sharedoc.nchri.org/tcga-bcr/default.aspx		RNA	NO	TCGA-KC-A7F5-01A-11R	75.91	1.91	0.18	UV Spec	R
