analyte_id	aliquot_id	month_of_shipment	plate_id	biospecimen_barcode_bottom	center_id	plate_column	is_derived_from_ffpe	volume	amount	plate_row	day_of_shipment	year_of_shipment	bcr_aliquot_uuid	source_center	concentration	quantity	material_type	protocol_type	protocol_description
TCGA-VP-A87D-01A-11R	TCGA-VP-A87D-01A-11R-A358-13	12	A358	160339145	13	7	NO	20		E	18	2013	2EB17BC1-93FF-4549-A618-08DFD53DEBE2	23	0.16	3.2	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-HC-7736-10A-01W	TCGA-HC-7736-10A-01W-2162-08	1	2162	120991483	8	5	NO	80		A	30	2012	6de94e1d-fbcb-4015-ab92-c616127a4350	22	0.5	40	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-HC-A9TH-01A-11D	TCGA-HC-A9TH-01A-11D-A41J-01	5	A41J	174186382	1	2	NO	6.7		E	28	2014	D23B92D4-7BFE-4C9E-8461-8011F8DF5E8A	23	0.17	1.14	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-G9-6370-10A-01W	TCGA-G9-6370-10A-01W-1821-08	6	1821	1053963683	8	7	NO	80		A	20	2011	1599a644-05b4-46fb-bd5f-9663c930bebd	22	0.5	40	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-KK-A6E7-01A-11R	TCGA-KK-A6E7-01A-11R-A31N-07	7	A31N	150757637	7	9	NO	13		C	24	2013	025CAA8F-3290-488B-B7D0-AACF769A53E4	23	0.16	2.08	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-J4-A67T-10A-01D	TCGA-J4-A67T-10A-01D-A30W-01	6	A30W	153879762	1	7	NO	6.7		G	26	2013	48990F46-613A-4918-B930-0CB9A392CE90	23	0.15	1.01	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-CH-5746-01A-11R	TCGA-CH-5746-01A-11R-1579-13	2	1579	1049967831	13	2	NO	20		A	23	2011	2fb05208-2521-4d9e-85b8-e0ec3cd18ad4	22	0.15	3	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-EJ-A65J-01A-11D	TCGA-EJ-A65J-01A-11D-A30X-08	6	A30X	153879816	8	1	NO	40		B	26	2013	644108D8-DCC6-4D2D-85C0-BA6AC153CC9B	23	0.08	3.2	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-VN-A88Q-10A-01D	TCGA-VN-A88Q-10A-01D-A34X-08	1	A34X	160341736	8	8	NO	40		E	6	2014	3D8FD88E-7661-4504-AA5B-A45BB03B8EE1	23	0.07	2.8	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-KK-A8IF-01A-11R	TCGA-KK-A8IF-01A-11R-A36B-13	1	A36B	164080803	13	4	NO	20		H	29	2014	7458A46A-5DBE-4D1D-BC92-942BFBD6112A	23	0.16	3.2	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-2A-A8W3-10A-01W	TCGA-2A-A8W3-10A-01W-A44K-08	7	A44K	167802789	8	3	NO	80		C	8	2014	7C333BCF-2A5F-4886-A2E1-EA22986EB4EB	23	0.5	40	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-KK-A7AZ-11A-11D	TCGA-KK-A7AZ-11A-11D-A329-08	9	A329	153878386	8	11	NO	40		B	25	2013	264DE6E7-6977-404F-94EB-1BFBEDD5A1E7	23	0.08	3.2	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-EJ-7312-01B-21D	TCGA-EJ-7312-01B-21D-A32C-05	9	A32C	153879271	5	8	NO	13		H	25	2013	0BBF2563-5466-4921-932B-DA3828C605F8	23	0.15	1.95	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-V1-A9ZG-01A-11D	TCGA-V1-A9ZG-01A-11D-A41J-01	5	A41J	174186388	1	5	NO	6.7		D	28	2014	0341D7ED-3682-45AD-B446-AC589CFE6C4D	23	0.16	1.07	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-J9-A52C-10A-01W	TCGA-J9-A52C-10A-01W-A30O-08	6	A30O	150704818	8	11	NO	80		B	12	2013	27EADCFF-ADE1-4D3D-94B5-13D5F7AF5B72	23	0.5	40	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-EJ-7331-01A-11R	TCGA-EJ-7331-01A-11R-2117-13	1	2117	120997632	13	1	NO	20		H	4	2012	faffaeda-4e16-413c-bcdf-3176064add26	22	0.16	3.2	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-HC-7749-01A-11D	TCGA-HC-7749-01A-11D-2112-01	1	2112	120996749	1	6	NO	6.67		B	4	2012	4013662a-fc6d-4814-b807-3fe516f9b303	22	0.14	0.93	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-VP-A87K-01A-11W	TCGA-VP-A87K-01A-11W-A43V-08	7	A43V	167802590	8	10	NO	80		C	8	2014	BD034349-0AFA-45AF-AF18-189B2BE09DB7	23	0.5	40	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-G9-6333-01A-12D	TCGA-G9-6333-01A-12D-1963-05	8	1963	1053936891	5	1	NO	13.3		D	17	2011	0aeed2ca-4003-469b-85e0-6e251a9edd11	22	0.16	2.13	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-EJ-5530-01A-01W	TCGA-EJ-5530-01A-01W-1610-08	3	1610	1052625991	8	9	NO	80		G	21	2011	1105ad84-f031-433a-ba54-73f052dcd96a	22	0.5	40	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-G9-7510-10A-01D	TCGA-G9-7510-10A-01D-2259-01	4	2259	128287591	1	5	NO	6.67		A	25	2012	96ae436d-e319-4550-b144-300f31814843	22	0.13	0.87	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-J9-A8CL-01A-11D	TCGA-J9-A8CL-01A-11D-A34V-05	12	A34V	160341593	5	7	NO	13		A	18	2013	5606084D-26D7-45B1-A16A-B61B462D6AA4	23	0.16	2.08	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-J4-AATV-10A-01D	TCGA-J4-AATV-10A-01D-A41M-01	5	A41M	174186265	1	2	NO	6.7		F	28	2014	0F06CAEC-02D6-4B36-A0A9-2A3FA4091FEA	23	0.15	1.01	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-HI-7168-01A-11W	TCGA-HI-7168-01A-11W-2161-08	1	2161	120988888	8	8	NO	80		A	30	2012	fc20779b-3519-4f98-9961-e22220dcc223	22	0.5	40	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-KK-A8IC-01A-11D	TCGA-KK-A8IC-01A-11D-A365-05	1	A365	164083360	5	8	NO	13		C	29	2014	7396D3D2-44A5-42B9-A2FC-0657D303A5A5	23	0.16	2.08	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-QU-A6IM-01A-11D	TCGA-QU-A6IM-01A-11D-A31K-01	7	A31K	150756369	1	10	NO	6.7		B	24	2013	A3B5F038-D007-4AD7-BF4F-2E8299A3CD98	23	0.15	1.01	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-J4-A67O-10A-01D	TCGA-J4-A67O-10A-01D-A30G-01	6	A30G	150705637	1	10	NO	6.7		A	12	2013	ED8AE723-33BB-43F0-8637-6B15BC3FD83A	23	0.17	1.14	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-V1-A8MF-01A-11D	TCGA-V1-A8MF-01A-11D-A364-08	1	A364	164082543	8	9	NO	40		G	29	2014	14569E23-59EF-4C2A-ABDC-0C162BDFC721	23	0.08	3.2	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-TP-A8TT-01A-12R	TCGA-TP-A8TT-01A-12R-A41R-13	5	A41R	174163681	13	2	NO	20		H	28	2014	4AA6A426-948C-4485-9FF2-A0EA7A5BE24C	23	0.16	3.2	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-J4-A6G3-10A-01W	TCGA-J4-A6G3-10A-01W-A331-08	10	A331	153889327	8	8	NO	80		B	21	2013	01E7319D-45D1-421A-8262-F286AF2F42E9	23	0.5	40	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-HC-8261-10A-01D	TCGA-HC-8261-10A-01D-2259-01	4	2259	128286520	1	6	NO	6.67		D	25	2012	ed7fe813-875f-44f7-8087-4fc266d21a3f	22	0.15	1	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-EJ-5496-01A-01D	TCGA-EJ-5496-01A-01D-1576-08	2	1576	1049969384	8	5	NO	40		B	23	2011	aea9dfa9-b503-4f82-9fed-5b88c43074f8	22	0.05	2	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-2A-AAYO-10A-01D	TCGA-2A-AAYO-10A-01D-A41M-01	5	A41M	174186312	1	1	NO	6.7		B	28	2014	CB0B38E9-AE39-4F69-B158-A2B78D13177E	23	0.16	1.07	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-CH-5752-01A-11R	TCGA-CH-5752-01A-11R-1580-07	2	1580	1049968838	7	2	NO	26.7		E	23	2011	30861ba6-6539-47a5-82df-5f89d8101d05	22	0.14	3.74	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-HI-7169-10A-01D	TCGA-HI-7169-10A-01D-A46A-09	1	A46A	167811756	9	2	NO	13.4		F	21	2015	31302596-B59A-4A4C-BE8F-265FE3C35AB5	23	0.07	0.94	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-QU-A6IN-10A-01D	TCGA-QU-A6IN-10A-01D-A31J-08	7	A31J	153889022	8	10	NO	40		C	24	2013	9A41F5EF-4649-44DE-883F-C7C0C4EE5DE4	23	0.08	3.2	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-YL-A9WX-01A-21R	TCGA-YL-A9WX-01A-21R-A41O-07	5	A41O	174164598	7	7	NO	13		D	28	2014	31F4A718-276B-4BF1-A61B-B6D946A91C32	23	0.17	2.21	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-HC-7210-01A-11D	TCGA-HC-7210-01A-11D-2111-02	1	2111	120997129	2	2	NO	10		B	4	2012	d414d851-0af6-4c8f-8e40-cca9fdf79488	22	0.15	1.5	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-G9-6362-11A-01D	TCGA-G9-6362-11A-01D-1787-05	5	1787	107043516	5	3	NO	13.3		G	25	2011	c9bbd09b-df26-4d29-8d57-ed5dc62f8dfb	22	0.16	2.13	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-HC-8266-01A-11D	TCGA-HC-8266-01A-11D-2259-01	4	2259	128287598	1	3	NO	6.67		B	25	2012	0b0f504a-8615-4917-afce-69ca18de3b87	22	0.15	1	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-EJ-5494-10A-01D	TCGA-EJ-5494-10A-01D-1575-01	2	1575	1049967373	1	1	NO	6.67		B	23	2011	f4f35403-450c-49a6-8c82-63811435131d	22	0.16	1.07	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-CH-5741-10A-01W	TCGA-CH-5741-10A-01W-1610-08	3	1610	1052625921	8	11	NO	80		A	21	2011	c4e93ec2-acca-4eba-b82e-787a59931e3f	22	0.5	40	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-XQ-A8TA-10A-01D	TCGA-XQ-A8TA-10A-01D-A362-08	1	A362	164080498	8	11	NO	40		B	29	2014	91FC452E-167F-4E2D-968D-2BF477A75CDD	23	0.08	3.2	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-CH-5752-01A-11D	TCGA-CH-5752-01A-11D-1574-01	2	1574	1049968454	1	2	NO	6.67		E	23	2011	43bc5e56-b062-4fd3-9523-a3e9c43ff31d	22	0.16	1.07	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-G9-6356-10A-01D	TCGA-G9-6356-10A-01D-1784-02	5	1784	1053959818	2	5	NO	13.3		D	25	2011	fa765a2b-44ea-4964-8135-3648fe153e05	22	0.14	1.86	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-FC-A4JI-01A-11D	TCGA-FC-A4JI-01A-11D-A256-01	12	A256	132257686	1	2	NO	6.7		G	19	2012	40BFA491-7667-4B80-935B-DD0CE559E001	23	0.14	0.94	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-HC-7737-01A-11D	TCGA-HC-7737-01A-11D-2116-05	1	2116	120996652	5	5	NO	13.3		B	4	2012	1e909bc2-afaa-426a-b2ad-3709bb086fc4	22	0.16	2.13	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-CH-5767-01A-11D	TCGA-CH-5767-01A-11D-1787-05	5	1787	107043590	5	1	NO	13.3		A	25	2011	05483619-4852-4a0f-a0ce-5eb01e021d12	22	0.16	2.13	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-J4-AATV-01A-11D	TCGA-J4-AATV-01A-11D-A41L-05	5	A41L	174189337	5	2	NO	13		F	28	2014	B1271944-052B-4295-8687-179CFB0889D9	23	0.15	1.95	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-EJ-A65M-10A-01D	TCGA-EJ-A65M-10A-01D-A29P-01	5	A29P	132270107	1	10	NO	6.7		G	8	2013	F08E7DBB-903C-4FA5-9B45-38F79A96E0EE	23	0.16	1.07	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-H9-7775-01A-11D	TCGA-H9-7775-01A-11D-2116-05	1	2116	120996602	5	3	NO	13.3		F	4	2012	9c742465-09f9-4817-b6a2-a5c27582b578	22	0.14	1.86	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-J4-A67S-10A-01W	TCGA-J4-A67S-10A-01W-A31G-08	7	A31G	153888153	8	10	NO	80		D	24	2013	75A237A5-E9E0-4990-A075-BC5528233A3C	23	0.5	40	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-CH-5754-01A-11D	TCGA-CH-5754-01A-11D-1574-01	2	1574	1049968478	1	2	NO	6.67		G	23	2011	8b4570b2-309e-4ddd-b890-ebd96be6cd49	22	0.16	1.07	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-HC-7742-11A-01D	TCGA-HC-7742-11A-01D-2114-08	1	2114	120997329	8	10	NO	60		B	4	2012	6fd7283b-c522-4e98-bfff-740d5d01154b	22	0.05	3	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-J4-A6G3-01A-11D	TCGA-J4-A6G3-01A-11D-A30Z-05	6	A30Z	153878291	5	2	NO	13		B	26	2013	C7B5E0E7-271C-41C2-9938-4D1A40C60EE1	23	0.15	1.95	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-G9-6336-01A-11R	TCGA-G9-6336-01A-11R-1788-13	5	1788	107043374	13	1	NO	20		C	25	2011	641f48a1-a753-4ceb-88bb-fa70af548a9a	22	0.16	3.2	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-V1-A9OT-01A-11D	TCGA-V1-A9OT-01A-11D-A41K-08	5	A41K	174190700	8	4	NO	40		E	28	2014	3A578D0F-5710-413D-A40A-E75F63E7042A	23	0.08	3.2	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-G9-6362-10A-01D	TCGA-G9-6362-10A-01D-1786-08	5	1786	107043826	8	5	NO	60		E	24	2011	365931c6-7328-42e9-919f-3b96847af1cc	22	0.05	3	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-HC-8262-10A-01D	TCGA-HC-8262-10A-01D-2259-01	4	2259	128287638	1	6	NO	6.67		E	25	2012	ccf39ef2-6f4f-409d-ae42-4fd73a537646	22	0.14	0.93	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-HC-7750-01A-11D	TCGA-HC-7750-01A-11D-2114-08	1	2114	120997314	8	6	NO	60		C	4	2012	56f5e8ae-b53a-4a02-9e21-a2a03f384dc5	22	0.05	3	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-EJ-5517-01A-01D	TCGA-EJ-5517-01A-01D-1572-02	2	1572	1049968267	2	7	NO	13.3		E	23	2011	62e5a068-01a5-40ec-8ff9-097d627127a0	22	0.15	2	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-CH-5743-10A-01D	TCGA-CH-5743-10A-01D-1576-08	2	1576	1049969444	8	9	NO	40		G	23	2011	d6bb9600-d340-45e4-aac0-08db7c5ea4e8	22	0.05	2	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-EJ-5498-01A-01D	TCGA-EJ-5498-01A-01D-1576-08	2	1576	1049969408	8	5	NO	40		D	23	2011	3b4e02da-87be-46e2-b4bd-555ca1440808	22	0.05	2	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-EJ-A8FS-01A-11D	TCGA-EJ-A8FS-01A-11D-A34T-01	1	A34T	160338125	1	6	NO	6.7		B	6	2014	23BA5DC4-65AB-49BD-BD71-DEB63B208437	23	0.16	1.07	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-G9-6494-11A-01D	TCGA-G9-6494-11A-01D-1784-02	5	1784	1053959850	2	4	NO	13.3		G	25	2011	c3a0d815-c817-4d4f-a376-341e50b31b0e	22	0.14	1.86	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-HC-7749-01A-11W	TCGA-HC-7749-01A-11W-2161-08	1	2161	120988889	8	7	NO	80		A	30	2012	e7e5de6e-4956-4d2c-8b2c-8b8ef207ea5f	22	0.5	40	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-HC-8261-01B-05D	TCGA-HC-8261-01B-05D-2299-05	5	2299	124426752	5	1	YES	13.3		H	31	2012	b1944a95-71da-4197-b862-87519fa802e7	22	0.13	1.73	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-FC-A4JI-10A-01D	TCGA-FC-A4JI-10A-01D-A25A-08	12	A25A	132256342	8	2	NO	40		G	19	2012	D4794705-4C1B-44DC-9A70-EE6671EE7C62	23	0.07	2.8	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-EJ-7317-11A-01D	TCGA-EJ-7317-11A-01D-2112-01	1	2112	120996678	1	7	NO	6.67		H	4	2012	8861d024-8728-4752-aee1-aee2e7e00491	22	0.15	1	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-HC-7213-10A-01D	TCGA-HC-7213-10A-01D-2111-02	1	2111	120997133	2	6	NO	10		B	4	2012	3579fc2e-0118-4ce3-a9c2-501c10ad2623	22	0.15	1.5	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-V1-A9ZI-10A-01D	TCGA-V1-A9ZI-10A-01D-A41M-01	5	A41M	174186283	1	5	NO	6.7		E	28	2014	591D3584-3D92-4CD3-B949-43C6AE84491C	23	0.15	1.01	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-TP-A8TT-10A-01D	TCGA-TP-A8TT-10A-01D-A41M-01	5	A41M	174186314	1	3	NO	6.7		B	28	2014	8F5CD441-E664-4714-A8F3-1B8D2A055E6A	23	0.15	1.01	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-FC-A4JI-01A-11W	TCGA-FC-A4JI-01A-11W-A281-08	3	A281	145630486	8	2	NO	80		G	25	2013	B8E9DA12-3629-400C-8131-62ADEF5F26DD	23	0.5	40	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-HC-7080-01A-11W	TCGA-HC-7080-01A-11W-1999-08	9	1999	1053968417	8	3	NO	80		D	19	2011	54a5f29e-3e5d-4a0a-88bf-3b08ca0a747e	22	0.5	40	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-HC-7817-01B-11D	TCGA-HC-7817-01B-11D-A29Q-08	5	A29Q	132268973	8	6	NO	40		B	8	2013	CBEC5E2A-4B00-4C72-AB57-6594B7901BE0	23	0.08	3.2	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-XK-AAIW-01A-11D	TCGA-XK-AAIW-01A-11D-A41L-05	5	A41L	174189354	5	6	NO	13		E	28	2014	3EF9539B-A986-46EB-BACD-DA69ABE172D3	23	0.16	2.08	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-QU-A6IN-10A-01W	TCGA-QU-A6IN-10A-01W-A332-08	10	A332	153888254	8	10	NO	80		C	21	2013	89C65213-D32C-4096-8694-9789ED6D363E	23	0.5	40	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-EJ-7328-10A-01D	TCGA-EJ-7328-10A-01D-2114-08	1	2114	120997285	8	11	NO	60		E	4	2012	fb1f3dbb-8353-4bfc-b0eb-5da03492262e	22	0.05	3	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-HC-8265-01B-04R	TCGA-HC-8265-01B-04R-2302-07	5	2302	124427326	7	2	YES	26.7		A	31	2012	da8ee6ab-5fde-462b-96ad-b45b9441e495	22	0.14	3.74	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-KK-A7B1-11A-12D	TCGA-KK-A7B1-11A-12D-A329-08	9	A329	153878312	8	9	NO	40		H	25	2013	D47E6A60-B436-4EE5-B201-819AC01C600B	23	0.08	3.2	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-CH-5768-01A-11D	TCGA-CH-5768-01A-11D-1576-08	2	1576	1049969433	8	3	NO	40		F	23	2011	a2aa9195-5cd4-4032-941e-90a1f724382c	22	0.05	2	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-EJ-A46G-01A-31D	TCGA-EJ-A46G-01A-31D-A26M-08	2	A26M	145676198	8	10	NO	40		E	27	2013	8BC5E0AB-5177-49F7-8B17-E7782996202D	23	0.08	3.2	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-HC-7740-01A-11D	TCGA-HC-7740-01A-11D-2116-05	1	2116	120996628	5	5	NO	13.3		D	4	2012	f816e4a2-bd9c-43bb-a728-0b55951f65bd	22	0.13	1.73	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-HC-7747-11A-01W	TCGA-HC-7747-11A-01W-2161-08	1	2161	120988813	8	11	NO	80		G	30	2012	4453dc1c-020c-4365-8ff2-07caeada67ba	22	0.5	40	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-G9-7525-01A-31R	TCGA-G9-7525-01A-31R-2263-07	4	2263	128285386	7	2	NO	13.3		A	25	2012	e0888e7a-a0d3-4016-8ed2-8818c332aeea	22	0.14	1.86	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-2A-AAYF-01A-11R	TCGA-2A-AAYF-01A-11R-A41R-13	5	A41R	174163775	13	1	NO	20		A	28	2014	D22B3F89-D59D-420C-81EB-3660EA083376	23	0.17	3.4	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-G9-6348-01A-11R	TCGA-G9-6348-01A-11R-1789-07	5	1789	1053959726	7	1	NO	13.3		D	25	2011	f1647dd0-3eda-473f-9902-12d0817ee165	22	0.15	2	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-KK-A6E2-11A-21D	TCGA-KK-A6E2-11A-21D-A30X-08	6	A30X	153879775	8	8	NO	40		F	26	2013	F6ECBCAA-AA62-4D04-AFAB-2D9E24FF0BBB	23	0.08	3.2	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-EJ-5525-01A-01W	TCGA-EJ-5525-01A-01W-1610-08	3	1610	1052625950	8	9	NO	80		D	21	2011	2a918e2d-064b-4696-8b39-cc475c928f84	22	0.5	40	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-EJ-7331-01A-11D	TCGA-EJ-7331-01A-11D-2114-08	1	2114	120997248	8	1	NO	60		H	4	2012	532ff1cc-59ff-4078-a917-5e3934db4cc7	22	0.05	3	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-XK-AAJT-01A-11D	TCGA-XK-AAJT-01A-11D-A41L-05	5	A41L	174189377	5	7	NO	13		C	28	2014	1538CB40-C0F1-4A6C-A0F4-1CB586803032	23	0.15	1.95	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-G9-6361-01A-21R	TCGA-G9-6361-01A-21R-1964-13	8	1964	1053936578	13	2	NO	20		B	17	2011	26817500-78d0-4b95-ad69-4c5f8145226c	22	0.13	2.6	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-EJ-7328-01A-31D	TCGA-EJ-7328-01A-31D-2112-01	1	2112	120996751	1	1	NO	6.67		F	4	2012	370a1c0f-78d2-4330-a6fb-f644064b8ed7	22	0.16	1.07	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-G9-6499-11A-02R	TCGA-G9-6499-11A-02R-1965-07	8	1965	1053936453	7	7	NO	13.3		H	17	2011	0cb961d7-87be-40c2-b703-3e424b8c8e78	22	0.15	2	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-ZG-A8QX-01A-11D	TCGA-ZG-A8QX-01A-11D-A378-05	2	A378	164055303	5	8	NO	13		E	26	2014	84E19F20-E414-48C2-A285-3B0B04D509E6	23	0.14	1.82	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-CH-5737-01A-11D	TCGA-CH-5737-01A-11D-1578-05	2	1578	1049968022	5	1	NO	26.7		A	23	2011	f46ae9c7-e9fa-4211-a6a0-151a588de94a	22	0.16	4.27	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-VN-A88N-01A-11R	TCGA-VN-A88N-01A-11R-A36B-13	1	A36B	164080842	13	6	NO	20		E	29	2014	C6793D08-E125-4089-B9A8-6A96A3E67C00	23	0.15	3	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-EJ-A7NK-01A-12W	TCGA-EJ-A7NK-01A-12W-A43V-08	7	A43V	167802547	8	5	NO	80		G	8	2014	93073A45-FAC5-4AB6-92F9-C791E68314F8	23	0.5	40	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-EJ-5498-10A-01D	TCGA-EJ-5498-10A-01D-1575-01	2	1575	1049967421	1	1	NO	6.67		F	23	2011	5796c4de-2d24-4c1c-99c6-e6aaaed62e52	22	0.16	1.07	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-KK-A7AV-11A-11D	TCGA-KK-A7AV-11A-11D-A328-01	9	A328	153879399	1	9	NO	6.7		E	25	2013	2432D412-321D-43AF-A7D9-84C932417CE7	23	0.16	1.07	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-YL-A8SF-01A-11R	TCGA-YL-A8SF-01A-11R-A37L-07	2	A37L	164104612	7	5	NO	13		H	26	2014	BAC074D2-4E5B-4450-BAEE-749FC4A93C7A	23	0.15	1.95	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-EJ-7783-11A-01W	TCGA-EJ-7783-11A-01W-2161-08	1	2161	120988886	8	10	NO	80		A	30	2012	94b82842-153c-4b1f-a719-da89f8b2124d	22	0.5	40	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-KK-A6E7-11A-11W	TCGA-KK-A6E7-11A-11W-A332-08	10	A332	153888224	8	9	NO	80		F	21	2013	5C67095B-EA03-4E5B-A9D4-FDFE85714BE9	23	0.5	40	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-XJ-A83F-10A-01D	TCGA-XJ-A83F-10A-01D-A34W-01	1	A34W	160338060	1	10	NO	6.7		D	6	2014	5E6DBCE6-C8B7-499F-B2CD-7E1A45E02600	23	0.16	1.07	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-XA-A8JR-01A-11R	TCGA-XA-A8JR-01A-11R-A36B-13	1	A36B	164080889	13	7	NO	20		A	29	2014	463B9C6C-9F22-4B9A-8127-1BE35F968210	23	0.16	3.2	Total RNA	Library Preparation	Illumina TruSeq Kit
TCGA-J4-A83N-10A-01D	TCGA-J4-A83N-10A-01D-A34W-01	1	A34W	160338239	1	6	NO	6.7		F	6	2014	A64E8E3A-53B1-45D1-B346-6287295AE202	23	0.16	1.07	Total RNA	Library Preparation	Illumina TruSeq Kit
